teamName,apps,assistTotal,goal,manOfTheMatch,minsPlayed,name,playedPositions,playedPositionsShort,playerId,positionText,ranking,redCard,teamId,teamRegionName,tournamentName,tournamentRegionId,tournamentRegionName,yellowCard,rating
Real Madrid,12,2,13,4,1050,Kylian Mbappé,-AMC-AML-AMR-FW-,"AM(CLR),FW",300713,Forward,1,0,52,Spain,LaLiga,206,Spain,2,8.0475
Barcelona,8,4,4,3,634,Lamine Yamal,-AMR-,AM(R),480249,Forward,2,0,65,Spain,LaLiga,206,Spain,0,7.89875
Villarreal,5,0,3,1,313,Gerard Moreno,-AMC-AMR-FW-,"AM(CR),FW",97659,Forward,3,0,839,Spain,LaLiga,206,Spain,0,7.672
Real Madrid,12,4,5,3,869,Vinícius Júnior,-AML-FW-,"AM(L),FW",337782,Forward,4,0,52,Spain,LaLiga,206,Spain,2,7.5175
Villarreal,2,1,0,0,160,Yéremy Pino,-AMC-AML-AMR-,AM(CLR),403865,Midfielder,5,0,839,Spain,LaLiga,206,Spain,0,7.5
Real Sociedad,1,0,1,0,57,Álvaro Odriozola,-DR-,D(R),317354,Defender,6,0,68,Spain,LaLiga,206,Spain,0,7.47
Villarreal,3,2,1,0,257,Etta Eyong,-FW-,FW,445095,Forward,7,0,839,Spain,LaLiga,206,Spain,0,7.45
Real Betis,8,1,4,2,681,Antony,-AMR-,AM(R),364315,Forward,8,0,54,Spain,LaLiga,206,Spain,1,7.445
Barcelona,6,2,3,0,385,Raphinha,-AMC-AML-AMR-FW-,"AM(CLR),FW",300447,Forward,9,0,65,Spain,LaLiga,206,Spain,2,7.415
Mallorca,8,0,1,3,662,Pablo Maffeo,-DL-DR-MR-,"D(LR),M(R)",294848,Defender,10,0,51,Spain,LaLiga,206,Spain,3,7.38875
Real Madrid,12,5,3,1,793,Arda Güler,-AMC-AMR-,AM(CR),415181,Midfielder,11,0,52,Spain,LaLiga,206,Spain,1,7.365833333
Atletico,12,2,7,4,947,Julián Alvarez,-AMC-AML-AMR-FW-,"AM(CLR),FW",365409,Forward,12,0,63,Spain,LaLiga,206,Spain,1,7.358333333
Real Betis,8,2,3,0,558,Abde Ezzalzouli,-AML-,AM(L),427283,Forward,13,0,54,Spain,LaLiga,206,Spain,1,7.33875
Barcelona,8,2,3,1,486,Fermín López,-AMC-AML-,AM(CL),463838,Midfielder,14,0,65,Spain,LaLiga,206,Spain,1,7.28875
Sevilla,4,0,0,0,360,Kike Salas,-DC-DL-,D(CL),431509,Defender,15,0,67,Spain,LaLiga,206,Spain,0,7.2475
Barcelona,10,1,2,1,850,Pedri,-MC-ML-,M(CL),402197,Midfielder,16,1,65,Spain,LaLiga,206,Spain,0,7.237
Real Oviedo,12,0,0,3,1080,Aarón Escandell,-GK-,GK,141073,Goalkeeper,17,0,61,Spain,LaLiga,206,Spain,1,7.2175
Girona,7,0,2,1,529,Azzedine Ounahi,-AMC-AMR-,AM(CR),392361,Midfielder,18,0,2783,Spain,LaLiga,206,Spain,3,7.188571429
Real Madrid,8,1,2,0,472,Jude Bellingham,-FW-MC-ML-MR-,"M(CLR),FW",379868,Midfielder,19,0,52,Spain,LaLiga,206,Spain,0,7.18125
Villarreal,9,0,0,0,810,Luiz Júnior,-GK-,GK,400826,Goalkeeper,20,0,839,Spain,LaLiga,206,Spain,1,7.168888889
Villarreal,12,1,2,1,753,Nicolas Pépé,-AMC-AML-AMR-FW-,"AM(CLR),FW",239872,Forward,21,0,839,Spain,LaLiga,206,Spain,1,7.168333333
Real Madrid,10,1,1,1,811,Éder Militão,-DC-DR-,D(CR),337879,Defender,22,0,52,Spain,LaLiga,206,Spain,2,7.163
Barcelona,12,6,2,0,808,Marcus Rashford,-AMC-AML-AMR-FW-,"AM(CLR),FW",300299,Forward,23,0,65,Spain,LaLiga,206,Spain,2,7.128333333
Villarreal,9,1,0,1,797,Santiago Mouriño,-DC-DR-,D(CR),448936,Defender,24,1,839,Spain,LaLiga,206,Spain,3,7.11
Rayo Vallecano,4,0,0,0,352,Nobel Mendy,-DC-,D(C),469508,Defender,25,0,64,Spain,LaLiga,206,Spain,0,7.0975
Real Madrid,12,0,1,1,1072,Álvaro Carreras,-DC-DL-ML-,"D(CL),M(L)",437583,Defender,26,0,52,Spain,LaLiga,206,Spain,2,7.090833333
Real Betis,12,4,2,0,998,Pablo Fornals,-MC-ML-MR-,M(CLR),297203,Midfielder,27,0,54,Spain,LaLiga,206,Spain,1,7.073333333
Getafe,12,6,0,2,1080,Luis Milla,-MC-,M(C),279320,Midfielder,28,0,819,Spain,LaLiga,206,Spain,1,7.0575
Espanyol,11,3,0,1,814,Edu Expósito,-MC-,M(C),335696,Midfielder,29,0,70,Spain,LaLiga,206,Spain,2,7.053636364
Real Betis,12,2,5,4,1034,Cucho Hernández,-AMC-AML-AMR-FW-,"AM(CLR),FW",362501,Forward,30,0,54,Spain,LaLiga,206,Spain,1,7.0525
Getafe,3,1,1,1,270,Christantus Uche,-AMC-FW-,"AM(C),FW",531674,Midfielder,31,0,819,Spain,LaLiga,206,Spain,1,7.05
Atletico,12,4,2,2,899,Giuliano Simeone,-AML-AMR-,AM(LR),422918,Forward,32,0,63,Spain,LaLiga,206,Spain,1,7.048333333
Sevilla,11,3,1,1,915,José Ángel Carmona,-DC-DL-DR-MR-,"D(CLR),M(R)",422956,Defender,33,0,67,Spain,LaLiga,206,Spain,5,7.042727273
Atletico,4,0,0,0,360,José María Giménez,-DC-DR-,D(CR),135914,Defender,34,0,63,Spain,LaLiga,206,Spain,1,7.0375
Real Madrid,12,4,0,0,991,Federico Valverde,-DR-MC-ML-MR-,"D(R),M(CLR)",344644,Midfielder,35,0,52,Spain,LaLiga,206,Spain,1,7.035833333
Sevilla,10,1,0,1,839,Gabriel Suazo,-DL-ML-,"D(L),M(L)",286080,Defender,36,0,67,Spain,LaLiga,206,Spain,3,7.019
Real Sociedad,12,2,5,1,1050,Mikel Oyarzabal,-AMC-AML-AMR-FW-,"AM(CLR),FW",298839,Forward,37,0,68,Spain,LaLiga,206,Spain,1,7.015833333
Barcelona,11,1,5,1,701,Ferran Torres,-AML-AMR-FW-,"AM(LR),FW",349760,Forward,38,0,65,Spain,LaLiga,206,Spain,2,7.011818182
Athletic Club,8,1,2,2,537,Nico Williams,-AML-AMR-,AM(LR),408449,Forward,39,0,53,Spain,LaLiga,206,Spain,0,7.00875
Levante,9,1,5,0,729,Etta Eyong,-FW-,FW,445095,Forward,40,0,832,Spain,LaLiga,206,Spain,2,7.006666667
Barcelona,6,0,0,0,540,Joan García,-GK-,GK,422824,Goalkeeper,41,0,65,Spain,LaLiga,206,Spain,0,6.998333333
Real Betis,11,2,1,1,786,Giovani Lo Celso,-FW-MC-MR-,"M(CR),FW",303908,Midfielder,42,0,54,Spain,LaLiga,206,Spain,3,6.99
Espanyol,11,2,2,1,967,Carlos Romero,-DL-,D(L),468931,Defender,43,0,70,Spain,LaLiga,206,Spain,0,6.976363636
Valencia,7,0,1,2,454,Mouctar Diakhaby,-DC-DMC-,"D(C),DMC",322095,Defender,44,0,55,Spain,LaLiga,206,Spain,3,6.975714286
Sevilla,2,0,1,0,180,Dodi Lukébakio,-AMC-AML-AMR-FW-,"AM(CLR),FW",299490,Forward,45,0,67,Spain,LaLiga,206,Spain,0,6.975
Villarreal,9,0,1,1,810,Rafa Marín,-DC-,D(C),430301,Defender,46,0,839,Spain,LaLiga,206,Spain,1,6.972222222
Atletico,12,3,0,1,1080,Marcos Llorente,-DR-FW-MC-MR-,"D(R),M(CR),FW",254582,Midfielder,47,0,63,Spain,LaLiga,206,Spain,3,6.966666667
Real Madrid,1,0,0,0,90,Antonio Rüdiger,-DC-DL-DR-,D(CLR),104010,Defender,48,0,52,Spain,LaLiga,206,Spain,0,6.96
Real Betis,8,0,1,1,675,Marc Bartra,-DC-DMC-DR-,"D(CR),DMC",83686,Defender,49,0,54,Spain,LaLiga,206,Spain,0,6.95875
Barcelona,12,0,1,1,936,Eric García,-DC-DMC-DR-,"D(CR),DMC",368091,Defender,50,0,65,Spain,LaLiga,206,Spain,0,6.9575
Mallorca,7,2,0,1,371,Jan Virgili,,Forward,581683,Forward,51,0,51,Spain,LaLiga,206,Spain,0,6.951428571
Mallorca,2,0,0,0,180,Lucas Bergström,-GK-,GK,424586,Goalkeeper,52,0,51,Spain,LaLiga,206,Spain,0,6.95
Valencia,12,0,0,0,1080,Julen Agirrezabala,-GK-,GK,423108,Goalkeeper,53,0,55,Spain,LaLiga,206,Spain,1,6.9475
Real Sociedad,11,3,1,2,840,Ander Barrenetxea,-ML-MR-,M(LR),367857,Forward,54,0,68,Spain,LaLiga,206,Spain,1,6.946363636
Mallorca,11,0,6,1,897,Vedat Muriqi,-FW-,FW,254352,Forward,55,1,51,Spain,LaLiga,206,Spain,1,6.946363636
Barcelona,10,2,0,0,823,Frenkie de Jong,-DC-MC-,"D(C),M(C)",279423,Midfielder,56,1,65,Spain,LaLiga,206,Spain,2,6.946
Real Oviedo,9,0,1,0,732,David Carmo,-DC-,D(C),374812,Defender,57,0,61,Spain,LaLiga,206,Spain,3,6.944444444
Levante,9,0,4,0,704,Iván Romero,-FW-,FW,407567,Forward,58,0,832,Spain,LaLiga,206,Spain,1,6.938888889
Espanyol,6,1,0,0,496,Clemens Riedel,-DC-,D(C),419935,Defender,59,0,70,Spain,LaLiga,206,Spain,1,6.938333333
Atletico,9,0,1,0,579,Nico González,-FW-MC-ML-MR-,"M(CLR),FW",345322,Forward,60,0,63,Spain,LaLiga,206,Spain,2,6.927777778
Celta Vigo,12,0,0,1,1080,Ionut Radu,-GK-,GK,296723,Goalkeeper,61,0,62,Spain,LaLiga,206,Spain,0,6.923333333
Espanyol,10,0,4,0,689,Pere Milla,-AMC-AML-AMR-FW-,"AM(CLR),FW",140772,Midfielder,62,1,70,Spain,LaLiga,206,Spain,3,6.919
Atletico,7,1,2,1,295,Thiago Almada,-AMC-AML-AMR-FW-,"AM(CLR),FW",361732,Midfielder,63,0,63,Spain,LaLiga,206,Spain,0,6.915714286
Atletico,11,0,1,0,859,Pablo Barrios,-MC-,M(C),434138,Midfielder,64,0,63,Spain,LaLiga,206,Spain,0,6.913636364
Barcelona,10,2,1,1,599,Dani Olmo,-AMC-AML-AMR-FW-,"AM(CLR),FW",261212,Midfielder,65,0,65,Spain,LaLiga,206,Spain,0,6.892
Villarreal,7,0,0,1,543,Juan Foyth,-DC-DMC-DR-,"D(CR),DMC",335107,Defender,66,0,839,Spain,LaLiga,206,Spain,0,6.887142857
Levante,2,0,0,0,180,Pablo Campos,,Goalkeeper,411636,Goalkeeper,67,0,832,Spain,LaLiga,206,Spain,0,6.885
Barcelona,9,0,7,1,449,Robert Lewandowski,-FW-,FW,29400,Forward,68,0,65,Spain,LaLiga,206,Spain,1,6.878888889
Athletic Club,8,1,0,0,647,Aymeric Laporte,-DC-DL-,D(CL),122117,Defender,69,0,53,Spain,LaLiga,206,Spain,1,6.87875
Sevilla,5,0,0,0,334,Andrés Castrín,,Defender,448284,Defender,70,0,67,Spain,LaLiga,206,Spain,1,6.874
Villarreal,12,0,4,1,729,Tajon Buchanan,-DR-MC-ML-MR-,"D(R),M(CLR)",371027,Forward,71,0,839,Spain,LaLiga,206,Spain,3,6.8725
Villarreal,11,1,2,1,683,Pape Gueye,-MC-,M(C),399047,Midfielder,72,0,839,Spain,LaLiga,206,Spain,4,6.866363636
Real Madrid,10,1,0,0,775,Dean Huijsen,-DC-,D(C),468852,Defender,73,1,52,Spain,LaLiga,206,Spain,3,6.865
Rayo Vallecano,11,1,4,2,855,Jorge de Frutos,-AML-AMR-FW-,"AM(LR),FW",386230,Forward,74,0,64,Spain,LaLiga,206,Spain,1,6.857272727
Real Madrid,11,0,0,0,875,Aurélien Tchouaméni,-DC-DMC-,"D(C),DMC",353423,Midfielder,75,0,52,Spain,LaLiga,206,Spain,4,6.856363636
Deportivo Alaves,11,0,1,0,990,Nahuel Tenaglia,-DC-DR-,D(CR),347874,Defender,76,0,60,Spain,LaLiga,206,Spain,1,6.852727273
Barcelona,8,0,0,0,692,Pau Cubarsí,-DC-,D(C),498386,Defender,77,0,65,Spain,LaLiga,206,Spain,1,6.85
Osasuna,12,1,1,1,1080,Alejandro Catena,-DC-,D(C),374638,Defender,78,0,131,Spain,LaLiga,206,Spain,4,6.835
Deportivo Alaves,6,0,0,0,540,Facundo Garcés,-DC-,D(C),337454,Defender,79,0,60,Spain,LaLiga,206,Spain,2,6.833333333
Villarreal,3,0,0,0,238,Pau Navarro,-DR-,D(R),537235,Defender,80,0,839,Spain,LaLiga,206,Spain,2,6.833333333
Levante,10,0,0,1,900,Mathew Ryan,-GK-,GK,81523,Goalkeeper,81,0,832,Spain,LaLiga,206,Spain,1,6.832
Osasuna,12,0,0,1,1080,Sergio Herrera,-GK-,GK,381674,Goalkeeper,82,0,131,Spain,LaLiga,206,Spain,0,6.831666667
Atletico,7,1,1,0,359,Álex Baena,-AMC-AML-FW-,"AM(CL),FW",395242,Midfielder,83,0,63,Spain,LaLiga,206,Spain,1,6.824285714
Rayo Vallecano,12,1,0,1,1080,Andrei Ratiu,-DR-MR-,"D(R),M(R)",372331,Defender,84,0,64,Spain,LaLiga,206,Spain,4,6.820833333
Real Betis,12,2,0,0,958,Héctor Bellerín,-DR-MR-,"D(R),M(R)",125211,Defender,85,0,54,Spain,LaLiga,206,Spain,1,6.819166667
Espanyol,11,0,1,0,990,Leandro Cabrera,-DC-DL-,D(CL),73265,Defender,86,0,70,Spain,LaLiga,206,Spain,1,6.812727273
Real Betis,7,1,0,0,450,Sergi Altimira,-DMC-,DMC,489232,Midfielder,87,0,54,Spain,LaLiga,206,Spain,1,6.811428571
Real Oviedo,5,1,0,0,369,Lucas Ahijado,,Defender,298482,Defender,88,0,61,Spain,LaLiga,206,Spain,1,6.806
Osasuna,10,0,1,1,899,Abel Bretones,-DL-ML-,"D(L),M(L)",461771,Defender,89,1,131,Spain,LaLiga,206,Spain,2,6.805
Rayo Vallecano,12,0,0,0,1071,Florian Lejeune,-DC-,D(C),80758,Defender,90,0,64,Spain,LaLiga,206,Spain,2,6.8
Villarreal,11,2,2,0,707,Santi Comesaña,-MC-,M(C),362735,Midfielder,91,0,839,Spain,LaLiga,206,Spain,2,6.796363636
Rayo Vallecano,12,2,1,0,1013,Pep Chavarría,-DL-ML-,"D(L),M(L)",448468,Defender,92,0,64,Spain,LaLiga,206,Spain,3,6.795
Deportivo Alaves,11,0,0,1,938,Antonio Blanco,-DMC-,DMC,409467,Midfielder,93,0,60,Spain,LaLiga,206,Spain,4,6.780909091
Deportivo Alaves,12,1,2,1,799,Toni Martínez,-FW-,FW,280060,Forward,94,0,60,Spain,LaLiga,206,Spain,0,6.775
Real Betis,6,1,0,1,432,Junior Firpo,-DL-ML-,"D(L),M(L)",351252,Defender,95,0,54,Spain,LaLiga,206,Spain,2,6.773333333
Real Betis,7,0,0,0,630,Pau López,-GK-,GK,145427,Goalkeeper,96,0,54,Spain,LaLiga,206,Spain,1,6.77
Villarreal,12,2,4,1,679,Alberto Moleiro,-AMC-AML-,AM(CL),448211,Midfielder,97,0,839,Spain,LaLiga,206,Spain,1,6.77
Valencia,12,0,0,0,1080,César Tárrega,-DC-,D(C),427831,Defender,98,0,55,Spain,LaLiga,206,Spain,4,6.77
Sevilla,11,4,3,1,816,Rubén Vargas,-AMC-AML-AMR-FW-,"AM(CLR),FW",381550,Midfielder,99,0,67,Spain,LaLiga,206,Spain,1,6.767272727
Deportivo Alaves,12,0,0,1,1071,Jonny,-DC-DL-DR-ML-MR-,"D(CLR),M(LR)",115917,Defender,100,0,60,Spain,LaLiga,206,Spain,2,6.766666667
Getafe,7,1,0,1,510,Abdel Abqar,-DC-,D(C),409740,Defender,101,0,819,Spain,LaLiga,206,Spain,4,6.765714286
Getafe,11,0,1,1,923,Juan Iglesias,-DL-DR-MR-,"D(LR),M(R)",408735,Defender,102,0,819,Spain,LaLiga,206,Spain,1,6.765454545
Elche,12,0,0,0,1080,Aleix Febas,-MC-,M(C),381643,Midfielder,103,0,833,Spain,LaLiga,206,Spain,1,6.760833333
Elche,10,1,0,1,844,Pedro Bigas,-DC-DL-,D(CL),108100,Defender,104,0,833,Spain,LaLiga,206,Spain,1,6.758
Sevilla,8,0,0,1,720,Odysseas Vlachodimos,-GK-,GK,110273,Goalkeeper,105,0,67,Spain,LaLiga,206,Spain,2,6.7575
Rayo Vallecano,12,0,0,0,1080,Augusto Batalla,-GK-,GK,303629,Goalkeeper,106,0,64,Spain,LaLiga,206,Spain,1,6.753333333
Real Madrid,9,0,1,0,550,Franco Mastantuono,-AMR-,AM(R),514810,Forward,107,0,52,Spain,LaLiga,206,Spain,3,6.75
Real Betis,12,0,0,0,1080,Natan,-DC-DL-,D(CL),402206,Defender,108,0,54,Spain,LaLiga,206,Spain,4,6.749166667
Deportivo Alaves,6,0,0,0,422,Jon Pacheco,-DC-,D(C),395320,Defender,109,0,60,Spain,LaLiga,206,Spain,2,6.748333333
Barcelona,6,0,0,1,540,Wojciech Szczesny,-GK-,GK,73379,Goalkeeper,110,0,65,Spain,LaLiga,206,Spain,0,6.738333333
Elche,12,2,0,0,1073,Álvaro Núñez,-DR-,D(R),509876,Defender,111,0,833,Spain,LaLiga,206,Spain,1,6.736666667
Barcelona,11,0,1,0,755,Jules Koundé,-DC-DR-,D(CR),301019,Defender,112,0,65,Spain,LaLiga,206,Spain,2,6.734545455
Espanyol,12,0,0,0,1080,Marko Dmitrovic,-GK-,GK,259393,Goalkeeper,113,0,70,Spain,LaLiga,206,Spain,0,6.733333333
Getafe,9,1,4,1,651,Borja Mayoral,-AMR-FW-,"AM(R),FW",278721,Forward,114,0,819,Spain,LaLiga,206,Spain,0,6.731111111
Celta Vigo,1,0,0,0,90,Joseph Aidoo,-DC-,D(C),320713,Defender,115,0,62,Spain,LaLiga,206,Spain,0,6.73
Atletico,11,2,0,0,766,Koke,-MC-ML-MR-,M(CLR),80764,Midfielder,116,0,63,Spain,LaLiga,206,Spain,3,6.729090909
Celta Vigo,9,0,0,2,714,Marcos Alonso,-DC-DL-ML-,"D(CL),M(L)",84008,Defender,117,0,62,Spain,LaLiga,206,Spain,2,6.721111111
Athletic Club,10,0,0,0,756,Alex Berenguer,-DL-DR-FW-MC-ML-MR-,"D(LR),M(CLR),FW",238899,Forward,118,0,53,Spain,LaLiga,206,Spain,1,6.721
Osasuna,11,0,4,0,903,Ante Budimir,-FW-,FW,98126,Forward,119,0,131,Spain,LaLiga,206,Spain,0,6.72
Espanyol,12,2,2,0,852,Roberto Fernández,-FW-,FW,448296,Forward,120,0,70,Spain,LaLiga,206,Spain,0,6.718333333
Athletic Club,12,0,0,1,1080,Unai Simón,-GK-,GK,332823,Goalkeeper,121,0,53,Spain,LaLiga,206,Spain,0,6.715
Celta Vigo,7,2,1,1,376,Javi Rueda,,Defender,463588,Defender,122,0,62,Spain,LaLiga,206,Spain,2,6.714285714
Getafe,12,0,1,0,1060,Mauro Arambarri,-MC-,M(C),303016,Midfielder,123,0,819,Spain,LaLiga,206,Spain,2,6.713333333
Elche,6,0,0,0,540,Matías Dituro,-GK-,GK,422916,Goalkeeper,124,0,833,Spain,LaLiga,206,Spain,1,6.711666667
Athletic Club,11,0,0,0,733,Íñigo Ruíz de Galarreta,-DMC-,DMC,106586,Midfielder,125,0,53,Spain,LaLiga,206,Spain,5,6.710909091
Mallorca,12,3,0,0,859,Johan Mojica,-DL-ML-,"D(L),M(L)",135098,Defender,126,0,51,Spain,LaLiga,206,Spain,1,6.710833333
Girona,11,0,0,0,888,Vitor Reis,-DC-,D(C),478314,Defender,127,1,2783,Spain,LaLiga,206,Spain,3,6.71
Athletic Club,12,0,0,0,1035,Yuri Berchiche,-DL-ML-,"D(L),M(L)",56057,Defender,128,0,53,Spain,LaLiga,206,Spain,1,6.705833333
Girona,6,1,1,0,398,Viktor Tsygankov,-MC-ML-MR-,M(CLR),231125,Forward,129,0,2783,Spain,LaLiga,206,Spain,0,6.705
Celta Vigo,12,2,5,0,725,Borja Iglesias,-FW-,FW,259042,Forward,130,0,62,Spain,LaLiga,206,Spain,2,6.704166667
Real Oviedo,7,0,0,0,530,David Costas,-DC-,D(C),135404,Defender,131,0,61,Spain,LaLiga,206,Spain,0,6.702857143
Elche,11,0,0,0,934,David Affengruber,-DC-,D(C),423282,Defender,132,1,833,Spain,LaLiga,206,Spain,3,6.702727273
Real Sociedad,11,2,2,1,662,Brais Méndez,-AMC-AMR-FW-,"AM(CR),FW",344542,Midfielder,133,0,68,Spain,LaLiga,206,Spain,2,6.700909091
Athletic Club,11,1,0,0,741,Jesús Areso,-DR-,D(R),422820,Defender,134,0,53,Spain,LaLiga,206,Spain,1,6.699090909
Deportivo Alaves,8,0,2,1,553,Lucas Boyé,-AML-FW-,"AM(L),FW",303800,Forward,135,1,60,Spain,LaLiga,206,Spain,0,6.695
Valencia,12,3,1,1,855,Luis Rioja,-ML-MR-,M(LR),381713,Forward,136,0,55,Spain,LaLiga,206,Spain,1,6.693333333
Athletic Club,11,0,0,0,961,Dani Vivian,-DC-,D(C),357839,Defender,137,1,53,Spain,LaLiga,206,Spain,3,6.692727273
Real Sociedad,12,0,0,0,824,Sergio Gómez,-DL-MC-ML-MR-,"D(L),M(CLR)",355110,Forward,138,0,68,Spain,LaLiga,206,Spain,1,6.691666667
Levante,9,0,0,0,693,Matías Moreno,-DC-,D(C),482951,Defender,139,0,832,Spain,LaLiga,206,Spain,1,6.69
Barcelona,8,1,0,0,593,Alejandro Balde,-DL-DR-ML-,"D(LR),M(L)",422938,Defender,140,0,65,Spain,LaLiga,206,Spain,2,6.68875
Osasuna,12,1,0,0,1062,Jon Moncayola,-DR-MC-MR-,"D(R),M(CR)",381673,Midfielder,141,0,131,Spain,LaLiga,206,Spain,2,6.6875
Barcelona,10,0,2,0,604,Ronald Araujo,-DC-DR-,D(CR),384711,Defender,142,0,65,Spain,LaLiga,206,Spain,2,6.687
Real Sociedad,11,0,0,0,904,Jon Aramburu,-DR-,D(R),463961,Defender,143,0,68,Spain,LaLiga,206,Spain,3,6.686363636
Sevilla,9,1,1,0,754,Lucien Agoumé,-DMC-,DMC,388505,Midfielder,144,0,67,Spain,LaLiga,206,Spain,5,6.681111111
Celta Vigo,9,1,1,0,804,Sergio Carreira,-ML-MR-,M(LR),386622,Defender,145,0,62,Spain,LaLiga,206,Spain,1,6.68
Deportivo Alaves,12,0,3,0,749,Carlos Vicente,-AMR-,AM(R),462861,Forward,146,0,60,Spain,LaLiga,206,Spain,1,6.68
Real Sociedad,8,0,0,0,698,Duje Caleta-Car,-DC-,D(C),251134,Defender,147,0,68,Spain,LaLiga,206,Spain,3,6.67875
Elche,10,2,1,1,546,Álvaro Rodríguez,-FW-,FW,460772,Forward,148,0,833,Spain,LaLiga,206,Spain,0,6.673
Levante,11,1,1,1,946,Manu Sánchez,-DL-ML-,"D(L),M(L)",374813,Defender,149,0,832,Spain,LaLiga,206,Spain,4,6.672727273
Elche,9,0,0,0,597,Victor Chust,-DC-,D(C),402862,Defender,150,0,833,Spain,LaLiga,206,Spain,3,6.672222222
Getafe,8,0,0,0,589,Kiko Femenía,-DL-DR-MR-,"D(LR),M(R)",75919,Defender,151,0,819,Spain,LaLiga,206,Spain,1,6.67125
Elche,11,1,1,1,776,Germán Valera,-ML-,M(L),390240,Forward,152,0,833,Spain,LaLiga,206,Spain,1,6.67
Athletic Club,7,0,1,0,549,Aitor Paredes,-DC-,D(C),402663,Defender,153,0,53,Spain,LaLiga,206,Spain,1,6.668571429
Celta Vigo,11,2,1,1,672,Óscar Mingueza,-DC-DR-ML-MR-,"D(CR),M(LR)",397469,Defender,154,0,62,Spain,LaLiga,206,Spain,1,6.667272727
Mallorca,12,0,0,0,1080,Antonio Raíllo,-DC-,D(C),294006,Defender,155,0,51,Spain,LaLiga,206,Spain,2,6.666666667
Osasuna,11,0,0,0,801,Lucas Torró,-DMC-,DMC,249960,Midfielder,156,0,131,Spain,LaLiga,206,Spain,3,6.662727273
Getafe,12,0,0,0,1080,David Soria,-GK-,GK,243262,Goalkeeper,157,0,819,Spain,LaLiga,206,Spain,1,6.661666667
Athletic Club,1,0,0,0,64,Selton Sánchez,,Midfielder,599259,Midfielder,158,0,53,Spain,LaLiga,206,Spain,0,6.66
Real Betis,9,0,0,0,537,Valentín Gómez,-DC-DL-,D(CL),433286,Defender,159,0,54,Spain,LaLiga,206,Spain,2,6.66
Atletico,12,0,4,0,442,Antoine Griezmann,-AMC-AML-AMR-FW-,"AM(CLR),FW",80241,Forward,160,0,63,Spain,LaLiga,206,Spain,0,6.655
Elche,12,0,4,1,861,Rafa Mir,-AMR-FW-,"AM(R),FW",300369,Forward,161,0,833,Spain,LaLiga,206,Spain,1,6.654166667
Rayo Vallecano,12,0,0,0,838,Pathé Ciss,-DC-DMC-,"D(C),DMC",422963,Midfielder,162,0,64,Spain,LaLiga,206,Spain,2,6.648333333
Villarreal,10,2,0,0,727,Sergi Cardona,-DL-,D(L),448209,Defender,163,0,839,Spain,LaLiga,206,Spain,1,6.648
Levante,12,2,1,0,1025,Jeremy Toljan,-DL-DR-ML-MR-,"D(LR),M(LR)",129620,Defender,164,0,832,Spain,LaLiga,206,Spain,3,6.644166667
Celta Vigo,11,1,0,1,712,Hugo Sotelo,-MC-,M(C),415345,Midfielder,165,0,62,Spain,LaLiga,206,Spain,1,6.643636364
Getafe,3,1,0,0,108,Ismael Bekhoucha,,Defender,550147,Defender,166,0,819,Spain,LaLiga,206,Spain,1,6.643333333
Villarreal,7,2,2,0,432,Georges Mikautadze,-FW-,FW,389020,Forward,167,0,839,Spain,LaLiga,206,Spain,0,6.64
Villarreal,9,1,0,0,450,Alfonso Pedraza,-DL-ML-,"D(L),M(L)",276489,Defender,168,0,839,Spain,LaLiga,206,Spain,2,6.636666667
Barcelona,2,1,0,0,66,Gavi,-MC-ML-,M(CL),422937,Midfielder,169,0,65,Spain,LaLiga,206,Spain,0,6.63
Real Betis,7,1,0,0,494,Ricardo Rodríguez,-DC-DL-ML-,"D(CL),M(L)",61610,Defender,170,0,54,Spain,LaLiga,206,Spain,0,6.63
Atletico,10,0,1,0,887,Robin Le Normand,-DC-,D(C),367008,Defender,171,0,63,Spain,LaLiga,206,Spain,2,6.63
Atletico,3,0,0,0,186,Johnny Cardoso,-MC-,M(C),379230,Midfielder,172,0,63,Spain,LaLiga,206,Spain,2,6.626666667
Sevilla,7,0,0,0,499,César Azpilicueta,-DC-DL-DR-MR-,"D(CLR),M(R)",25931,Defender,173,0,67,Spain,LaLiga,206,Spain,2,6.625714286
Atletico,12,1,0,0,972,Dávid Hancko,-DC-DL-,D(CL),362779,Defender,174,0,63,Spain,LaLiga,206,Spain,0,6.623333333
Real Oviedo,3,0,0,0,270,Eric Bailly,-DC-DR-,D(CR),243814,Defender,175,0,61,Spain,LaLiga,206,Spain,1,6.623333333
Mallorca,10,0,1,1,681,Samú Costa,-DMC-,DMC,391562,Midfielder,176,0,51,Spain,LaLiga,206,Spain,3,6.623
Espanyol,8,0,0,1,581,Fernando Calero,-DC-DMC-,"D(C),DMC",362354,Defender,177,0,70,Spain,LaLiga,206,Spain,2,6.62
Rayo Vallecano,10,0,0,0,575,Óscar Valentín,-DMC-,DMC,422958,Midfielder,178,0,64,Spain,LaLiga,206,Spain,0,6.619
Real Oviedo,4,0,0,0,317,Javi López,-DL-,D(L),395234,Defender,179,0,61,Spain,LaLiga,206,Spain,0,6.6175
Villarreal,4,1,1,0,110,Manor Solomon,-AMC-AML-AMR-,AM(CLR),345022,Forward,180,0,839,Spain,LaLiga,206,Spain,0,6.6175
